"calBP","PrDens","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","MKDE"
2450,9.67683276028985,0.002644,0.0031430360981504,0.0029278,0.00323621102781303,0.00338008179784568,0.0028678,0.003053525169745,0.0026292,0.00310010180594254,0.0025483,0.00315867410771869,0.00305444710237234,0.00302334607577835,0.00330931226057711,0.00344748722505201,0.00301972354657957,0.0025135,0.0027714,0.0027467,0.00304405835778129,0.0025892,0.0032766069246039,0.00295515814483143,0.00328093593054744,0.00292621861963788,0.00338224498110659,0.00302310569302903,0.00310810037001385,0.00309434942276268,0.0025783,0.00341984182816083,0.00364732756766711,0.0026084,0.00326051335787043,0.002705,0.00324145490167946,0.00301817069151029,0.00310585590605648,0.00311428340304677,0.00301632570223523,0.00311316644115373,0.0024076,0.0023008,0.00291676717520692,0.002754,0.0028915,0.0027109,0.00299860372925893,0.00309749740642189,0.00296896687827064,0.0025639,0.00298934626310448,0.00316446998573084,0.0029054,0.0028482,0.0028245,0.00339292719793186,0.002422,0.00357529164030372,0.00310260136489227,0.0026044,0.00304617412710972,0.002763,0.00288242328468658,0.0029982514505969,0.0027934,0.00304389282504533,0.0024581,0.00309378096617577,0.00319379967101909,0.002739,0.0027939,0.0025569,0.002715,0.00311092257325778,0.00306231755288885,0.00383864167111756,0.00340643024912695,0.0024713,0.00289949243958084,0.0022943,0.00313804103274906,0.00321588414042195,0.0027116,0.0025209,0.0027356,0.002912,0.0027575,0.0029742,0.00299593020795065,0.002907,0.00325708822701804,0.00331376108873343,0.00346054198454454,0.0027501,0.002924,0.0027442,0.00322024827203046,0.00330543308448113,0.0029683665745682,0.00303927090880058,0.0028281,0.0028885,0.00305241815357598,0.00313586858201418,0.0028122,0.00327076018547627,0.0026307,0.0026355,0.0028421,0.0026888,0.002739,0.00299092188929817,0.0028611,0.00296556738175992,0.00306770881897209,0.0024396,0.00308198852083357,0.002801,0.00293591102159113,0.00332872465727576,0.002889059887989,0.0027168,0.0027208,0.00280395417735438,0.00329342824655964,0.00302499464141175,0.00316661128851002,0.00379488572864305,0.00314122308518486,0.00322811346788715,0.0028829,0.00298768784425646,0.002891,0.0028785,0.00315128965211627,0.00300740838422049,0.002622,0.00303364958997093,0.00313070745890917,0.00317405677353254,0.0024978,0.0032491117472359,0.00319118075830008,0.0028802,0.0028391,0.00321337232034086,0.00309635935063013,0.00329272472474564,0.00304061039151954,0.0027261,0.0024778,0.0028538,0.00312821871080658,0.00326845204147229,0.0028495,0.00324835998072441,0.0022091,0.00313903498778859,0.0027589,0.00347769516319194,0.00313931657489153,0.00318945236743943,0.0025265,0.00293462589513897,0.00314297899642151,0.00299854578325583,0.0028374,0.0028459,0.0029143,0.0027083,0.00300182298966993,0.002696,0.0027532,0.00287909062461158,0.00321607085769711,0.0028634,0.00318449757239449,0.00296021097821755,0.00332993389709094,0.0025197,0.0025017,0.00296877943389208,0.00292791746535728,0.00315191233172991,0.0024266,0.00326329885981572,0.0027568,0.00315910719949273,0.0024435,0.0028586,0.00297870451896702,0.00339780251961379,0.0026985,0.0028807,0.0025773,0.0027803,0.0029875,0.0029237,0.0027172,0.00295274600780955
2420,9.22080842232976,0.0024985,0.00297282057236013,0.0029246,0.00298776445094495,0.0033406517600687,0.0028478,0.00299223576254963,0.0025118,0.00308886574053435,0.0024941,0.00301716003981574,0.00292681564507231,0.00295052568361827,0.00319463493847239,0.00335579447274097,0.0028516,0.0024066,0.0026813,0.0024802,0.0028951,0.0025058,0.00297930262555544,0.0027342,0.00323325637282787,0.0027546,0.00327143919259302,0.0029376,0.0030450933618528,0.00302640659229313,0.0024091,0.00328483258548168,0.00361528213597889,0.0024484,0.00312848485910008,0.0025502,0.00307105408668096,0.0028989,0.00299038955207726,0.00308433407835608,0.0028467,0.0029425125135191,0.0023357,0.0021799,0.0027476,0.0026225,0.0028155,0.0027079,0.0028204,0.00289088132064545,0.0027706,0.0025037,0.00298935741790509,0.0030587722383021,0.0027217,0.002754,0.0027474,0.00333483490863775,0.0022741,0.00350665189633942,0.00290288164368831,0.0023203,0.00293825377540494,0.0025938,0.002596,0.0028568,0.0029,0.00294241925841434,0.0022545,0.00296877416956131,0.00307441285449644,0.0024268,0.0026935,0.0021927,0.0026032,0.00291338614721596,0.00303138332143851,0.00386002677235082,0.00324048642317686,0.0023008,0.002576,0.0020597,0.00304743260584129,0.00313703653981304,0.0025975,0.0025532,0.0025506,0.0027834,0.0026615,0.0029571,0.002835,0.0027659,0.00306762256558977,0.00314750282121014,0.00333395460322757,0.0025632,0.0028561,0.0026244,0.00303479227871562,0.00310689588780879,0.0027399,0.0028233,0.0029116,0.0026839,0.0029338,0.0028887,0.0026779,0.00311532020338819,0.002621,0.0026055,0.0028711,0.0025013,0.0025816,0.00300189538646098,0.0027862,0.0028503,0.00290521572198149,0.0023471,0.0028797,0.0026706,0.00299477602077866,0.00328024197716672,0.0025679,0.0025866,0.0025514,0.0025149,0.00304655179026384,0.00297559298857136,0.00303239993843812,0.00351705718846337,0.00297520616629408,0.00315219222859169,0.0027532,0.0029462,0.0028807,0.0026544,0.0028732336181757,0.00300579033173104,0.002542,0.00300177543205332,0.00298151988694087,0.00288139639175985,0.0024291,0.0030493599380333,0.00308899779323676,0.0027368,0.0027179,0.00308496188808999,0.00295507701891923,0.0031474132398655,0.0028049,0.0024617,0.0023431,0.0027109,0.00295572178790651,0.00327996768570484,0.0026625,0.00313656324375437,0.0023062,0.00308800899435222,0.0026951,0.00319570054537205,0.00289199619230855,0.00303852182898102,0.0023527,0.0026976,0.00301402055589258,0.0028964,0.0028296,0.0027883,0.0028919,0.0025679,0.0028681,0.0025664,0.0026011,0.0025979,0.00300380717762978,0.002762,0.00303495007324636,0.002804,0.00315588309186158,0.0023573,0.0023691,0.0028191,0.0027788,0.00300569228381072,0.0023343,0.00302457118701634,0.0027052,0.00312201416990289,0.0023813,0.0028133,0.0028126,0.00319687809648491,0.0026243,0.0028969,0.0023816,0.0026492,0.00292440557318994,0.00300076723902552,0.0026303,0.00282490082491695
2390,8.54316284993157,0.0024482,0.0027306,0.0028529,0.0028217,0.00319856245595539,0.0028516,0.0028674,0.0023476,0.0030009325700137,0.0024588,0.0027943,0.0027248,0.0028095,0.00307384127353518,0.00309956688461882,0.002638,0.00236,0.002684,0.0022243,0.0026855,0.0024372,0.0026457,0.0025187,0.00315721314710111,0.0025909,0.00292802638183388,0.002863,0.0029366,0.0028547,0.0022812,0.00307654993790297,0.00326568392849391,0.0023391,0.00292562776277422,0.002448,0.0027702,0.0027604,0.0027175,0.00295514068558819,0.0027384,0.0026786,0.0022801,0.0021311,0.0026241,0.0025393,0.0028237,0.0028504,0.002665,0.0026051,0.0025947,0.002576,0.0028976,0.0028929,0.0025453,0.0027274,0.0026841,0.00309708063758902,0.0023192,0.0033127491158348,0.0025963,0.0021909,0.002781,0.002437,0.002339,0.0026949,0.0029126,0.002766,0.0020626,0.0027461,0.002823,0.0021784,0.0025672,0.0020422,0.0025237,0.0025975,0.0029133,0.00368963751695045,0.00300288106805715,0.0022882,0.0022777,0.0018525,0.00303423329812281,0.00301352478247576,0.002414,0.0027037,0.0025006,0.0026242,0.0026232,0.0029275,0.0025997,0.0026176,0.0028566,0.00288543646241048,0.00301126894551256,0.002478,0.0027764,0.00249,0.002745,0.0027744,0.0024044,0.0025959,0.0029891050410451,0.0024667,0.0028585,0.0027241,0.0025331,0.0029341001370893,0.0026499,0.0026597,0.0028077,0.002402,0.0024972,0.0029666,0.0026588,0.0027047,0.0026193,0.0023573,0.0027256,0.0025626,0.0029055,0.00315750119458632,0.0023648,0.0023866,0.0023835,0.0024301,0.0028102,0.0028593,0.0028156,0.00303582130993475,0.0027764,0.00296303894589418,0.0026224,0.0028915,0.0028219,0.0023958,0.0025825,0.0029542,0.0024999,0.0029635,0.0027535,0.0025661,0.0023258,0.0027768,0.0028137,0.0025826,0.002557,0.0028338,0.0027271,0.00287004972454757,0.0024734,0.0023063,0.0023994,0.002643,0.0027634,0.0031889434317292,0.0025685,0.0028547,0.0024506,0.00296247576301784,0.0025492,0.0026816,0.0025676,0.0028365,0.0022524,0.0024772,0.0029345,0.0027282,0.0027312,0.0028504,0.0029309,0.0024086,0.0027635,0.0024234,0.0025248,0.002283,0.0027859,0.002602,0.0027795,0.0026492,0.00295824264674905,0.0022459,0.0022869,0.0026547,0.0026737,0.0026775,0.002394,0.0028194,0.0025537,0.0028698,0.002439,0.0027284,0.002703,0.0029094320338513,0.0025259,0.0029136,0.0023026,0.002552,0.002741,0.00300589206363951,0.0026332,0.00267793831719958
2360,8.0359002178975,0.0023981,0.0024905,0.002779,0.0026572,0.00305430545540268,0.0028516,0.0027407,0.0021831,0.0029104,0.0024247,0.0025722,0.0025254,0.0026686,0.00295133855946781,0.0028419,0.0024264,0.002315,0.0026864,0.0019738,0.0024792,0.0023687,0.0023172,0.0023072,0.00307668299896453,0.002428,0.0025881,0.0027875,0.0028281,0.0026816,0.0021575,0.0028683,0.00291560028213256,0.0022321,0.0027218,0.0023486,0.0024713,0.0026232,0.0024471,0.0028261,0.0026288,0.0024175,0.002225,0.0020848,0.0025025,0.0024567,0.002829,0.00298810506461404,0.0025116,0.0023206,0.0024223,0.0026458,0.0028056,0.0027282,0.0023703,0.0026993,0.0026184,0.0028579,0.0023662,0.00311936387031174,0.0022954,0.0020666,0.002626,0.0022825,0.0020867,0.0025357,0.0029204,0.0025896,0.0018758,0.0025232,0.0025732,0.001935,0.0024409,0.0018972,0.0024465,0.002288,0.0027937,0.00351402706052606,0.0027676,0.0022753,0.0019852,0.0016512,0.00301754652812438,0.0028886,0.0022319,0.0028494,0.0024509,0.0024657,0.0025823,0.0028954,0.0023674,0.0024692,0.0026478,0.0026261,0.0026926,0.0023942,0.0026947,0.002356,0.0024581,0.0024489,0.0020737,0.0023702,0.00306060283582942,0.0022531,0.0027826,0.0025618,0.0023922,0.0027534,0.0026779,0.0027104,0.0027409,0.0023049,0.0024153,0.002927,0.0025329,0.0025598,0.002337,0.0023671,0.0025735,0.0024567,0.0028165,0.00303474165497027,0.0021669,0.0021911,0.0022192,0.002346,0.0025776,0.0027414,0.0025999,0.002561,0.0025795,0.0027762,0.002491,0.0028326,0.0027592,0.0021395,0.0022956,0.0028994,0.002458,0.0029206,0.0025274,0.0022557,0.0022246,0.0025082,0.0025388,0.0024297,0.0023988,0.0025843,0.0025031,0.0025948,0.0021496,0.0021537,0.0024543,0.0025763,0.0025697,0.00309401176628599,0.002475,0.002574,0.0025898,0.0028356,0.0024016,0.0021759,0.0022484,0.0026367,0.0021535,0.0022616,0.0028526,0.0025604,0.0026305,0.0029061,0.0029682,0.0022501,0.0026585,0.0022807,0.0024479,0.0019761,0.0025722,0.0024424,0.002526,0.0024953,0.0027626,0.0021395,0.0022081,0.0024932,0.0025679,0.002351,0.0024539,0.0026148,0.0024026,0.0026169,0.0024954,0.0026427,0.0025938,0.0026265,0.0024263,0.002929,0.0022249,0.0024549,0.0025595,0.0030068866019787,0.002636,0.00253187997228517
2330,7.68948247962284,0.0023425,0.0023394,0.0026572,0.0025275,0.0028538,0.0027197,0.0025768,0.0020193,0.0027771,0.0024198,0.0023845,0.0024353,0.0025432,0.0027742,0.0025693,0.0022969,0.0023068,0.002654,0.0018979,0.0023966,0.0022908,0.0021676,0.0022372,0.00285,0.0022913,0.0024022,0.0026783,0.00273,0.0024784,0.0021738,0.002679,0.0026119,0.0021934,0.0024942,0.0023348,0.0022721,0.0025185,0.0023127,0.0027199,0.0024453,0.0022824,0.0021844,0.0021056,0.0024401,0.002385,0.0027206,0.00293277400399381,0.0024115,0.0020878,0.002358,0.0026077,0.0027005,0.0026088,0.002244,0.002604,0.0024682,0.0026113,0.002436,0.00296750639789708,0.0022165,0.0020831,0.0025776,0.0022104,0.0019844,0.002467,0.0027876,0.002445,0.0018518,0.0023003,0.0024018,0.00185,0.0023083,0.0019031,0.002435,0.0022197,0.0026448,0.00319889201045597,0.0026254,0.0022175,0.0018804,0.0016518,0.0028683,0.0027311,0.0021069,0.0028202,0.0023819,0.0023317,0.0024413,0.0027556,0.0022605,0.0023193,0.0025128,0.0024749,0.0025489,0.0023313,0.002547,0.0022263,0.0023055,0.0023891,0.0019262,0.0022002,0.0029281048594081,0.0021606,0.0026728,0.0024688,0.0023836,0.0025689,0.0026735,0.0026225,0.0025767,0.0022678,0.0024119,0.0027495,0.0024615,0.0024441,0.0021964,0.00234,0.0024845,0.0024116,0.0027544,0.0029243,0.0021245,0.002156,0.0021662,0.0022471,0.0024802,0.0025911,0.0024375,0.0023422,0.002451,0.0026882,0.002337,0.0026392,0.0025696,0.0019759,0.0021424,0.0027462,0.0024164,0.0027194,0.0023948,0.0021348,0.0022115,0.0023678,0.0023075,0.0023367,0.0023429,0.0024181,0.002439,0.0024106,0.0021029,0.0020844,0.0024197,0.0025346,0.0023358,0.00288680797364925,0.0023754,0.0023618,0.0025489,0.0026799,0.0022095,0.002002,0.0021242,0.0025022,0.0020962,0.0022029,0.00267,0.0024339,0.002469,0.0027196,0.0029364,0.0021282,0.0025395,0.0021516,0.0023289,0.0019328,0.0025033,0.0022992,0.0023494,0.0023738,0.0026398,0.002196,0.0022378,0.0024272,0.0024229,0.0021366,0.0024964,0.0024342,0.0022831,0.0023838,0.0024813,0.0025307,0.0024988,0.0025139,0.0022964,0.002904,0.0021702,0.0023531,0.0024516,0.0028773,0.0026106,0.00242005659956515
2300,7.37683487020069,0.0022844,0.0022314,0.002512,0.002415,0.0026261,0.0025232,0.002394,0.0018556,0.0026216,0.0024294,0.002214,0.0023986,0.0024255,0.0025702,0.0022893,0.0022095,0.0023169,0.0026046,0.0019078,0.0023747,0.0022088,0.0021055,0.002235,0.0025518,0.0021671,0.0022919,0.0025527,0.0026369,0.0022607,0.0022586,0.002499,0.0023307,0.0021879,0.0022553,0.0023628,0.0021215,0.0024307,0.0022445,0.0026248,0.002226,0.0022086,0.0021506,0.0021591,0.0024068,0.0023187,0.0025569,0.0027835,0.0023375,0.0018804,0.0023468,0.0025155,0.0025897,0.002512,0.0021411,0.0024758,0.002277,0.0023607,0.0025172,0.0028362,0.0022461,0.0021688,0.0025808,0.0021784,0.0019553,0.0024429,0.0025858,0.0023164,0.0019075,0.0020775,0.0022687,0.0018422,0.002172,0.0019826,0.0024554,0.0022693,0.0024818,0.0028155270960843,0.0025285,0.0021383,0.0018675,0.001751,0.0026541,0.0025579,0.0020091,0.002705,0.0023033,0.0022098,0.0022518,0.0025636,0.0022155,0.0021685,0.002414,0.0023765,0.0024911,0.0022787,0.002367,0.0020985,0.0022155,0.0024588,0.0018685,0.0020575,0.0026958,0.0021276,0.0025467,0.002409,0.0024394,0.0023835,0.0026533,0.0024667,0.0023646,0.0022598,0.0024465,0.0025046,0.0024179,0.0023427,0.0021254,0.002295,0.002426,0.0023965,0.002704,0.0028202,0.0021577,0.0021993,0.002169,0.0021412,0.0024488,0.0024248,0.0023011,0.0022477,0.0023557,0.0026485,0.002172,0.0023794,0.0023181,0.0018576,0.0020535,0.0025451,0.002375,0.0024406,0.0023075,0.002106,0.0022408,0.00229,0.0020975,0.0022725,0.0023369,0.002293,0.002453,0.0022713,0.0021915,0.0020558,0.0023414,0.0025055,0.0020821,0.0026245,0.0022731,0.002184,0.0024199,0.0025097,0.0019958,0.0019901,0.0020952,0.0023999,0.0020587,0.002221,0.0024382,0.0023276,0.0022774,0.0024148,0.002871,0.0020238,0.0024135,0.0020291,0.0021895,0.002019,0.002505,0.002163,0.002211,0.0022682,0.0025524,0.0023322,0.0023208,0.0024077,0.0022589,0.0019769,0.0025298,0.0022652,0.0021791,0.0021603,0.0024329,0.0024055,0.0024105,0.0024845,0.0021518,0.0028599,0.0021262,0.0022488,0.0023796,0.0026841,0.0025718,0.00232497814761253
2270,7.05826117446987,0.0022184,0.0021381,0.0023724,0.0023133,0.0024138,0.0023415,0.0022365,0.0017232,0.0024623,0.0024295,0.0020707,0.0023605,0.0023225,0.0023751,0.0020524,0.0021395,0.002326,0.0025572,0.0019388,0.0023496,0.0021326,0.0020788,0.0022371,0.0022787,0.002067,0.0022101,0.0024299,0.0025388,0.0020695,0.0023293,0.0023299,0.002095,0.0021996,0.0020452,0.0023916,0.0020056,0.0023504,0.0021954,0.0025108,0.0020311,0.0021524,0.0021223,0.0022041,0.0023715,0.0022538,0.0024098,0.0026376,0.0022727,0.0017109,0.0023313,0.0024221,0.0024978,0.0024349,0.0020611,0.0023341,0.0021159,0.0021471,0.0025859,0.0026888,0.0022872,0.0022488,0.0025764,0.0021653,0.0019531,0.0024436,0.0024013,0.0022144,0.0019916,0.0018832,0.0021591,0.0018462,0.0020493,0.0020629,0.0024673,0.0023108,0.0023488,0.0024575,0.0024395,0.0020722,0.0018692,0.0018634,0.0024452,0.0023915,0.0019319,0.0026002,0.0022326,0.0021217,0.0020839,0.0023814,0.0021712,0.0020365,0.0023125,0.0022858,0.0024473,0.0022432,0.0022144,0.0019898,0.0021502,0.0025215,0.001828,0.0019423,0.0024808,0.0020988,0.0024318,0.0023532,0.0024823,0.0022158,0.0026194,0.0023181,0.0021713,0.0022572,0.0024749,0.0022819,0.0023804,0.0022442,0.0020665,0.0022655,0.002379,0.0023787,0.0026551,0.0027128,0.0021979,0.0022315,0.0021975,0.0020664,0.0024178,0.0022781,0.0021865,0.0021663,0.0022647,0.0026125,0.0020341,0.0021482,0.0020991,0.0017636,0.0019911,0.0023512,0.0023424,0.0021762,0.0022407,0.0020981,0.0022828,0.0022198,0.0019106,0.0022378,0.0023366,0.0021724,0.0024773,0.002144,0.0022837,0.0020375,0.0022684,0.0024813,0.0018546,0.002385,0.0021855,0.0020366,0.0023081,0.0023549,0.0018268,0.0019999,0.002067,0.0023174,0.0020271,0.0022555,0.0022269,0.002233,0.0021069,0.0021331,0.0027965,0.0019482,0.0023038,0.0019475,0.0020761,0.0021166,0.0025003,0.002041,0.002097,0.0021742,0.0024528,0.0024726,0.0024126,0.0023779,0.0021134,0.0018462,0.0025558,0.0021196,0.0020879,0.0019608,0.0023824,0.0022944,0.0023256,0.0024489,0.0020299,0.0028067,0.0020949,0.0021615,0.002315,0.002515,0.0025314,0.00224235641635457
2240,7.11293139864184,0.0021024,0.0021419,0.0022707,0.0022878,0.0023022,0.0022584,0.002248,0.0017959,0.0022766,0.0023655,0.002106,0.0023128,0.0023148,0.002238,0.0020925,0.0021981,0.002325,0.0025208,0.0021079,0.0023031,0.002097,0.0022852,0.0022567,0.0021707,0.0021226,0.0023155,0.0023285,0.0024085,0.002053,0.0023087,0.0022446,0.0021599,0.0023247,0.002025,0.0024262,0.002121,0.0023244,0.002272,0.0022752,0.0019961,0.0022098,0.0021295,0.0021912,0.0023249,0.0021989,0.0023728,0.0025172,0.0022685,0.0017903,0.0022882,0.0023089,0.0025293,0.0024883,0.0021255,0.0021043,0.002154,0.0021755,0.0025724,0.0024366,0.002406,0.0022936,0.0025229,0.002277,0.0021266,0.0026082,0.0023303,0.0022869,0.0022613,0.0018769,0.0022044,0.0019258,0.0020093,0.0021492,0.0024248,0.002299,0.0024125,0.0022673,0.0023997,0.002096,0.0019682,0.0020626,0.0022702,0.0022722,0.001986,0.002563,0.0022136,0.0022545,0.0020606,0.0022641,0.0021332,0.0020293,0.0021927,0.002247,0.002496,0.0023119,0.0022396,0.0020047,0.0022322,0.0025354,0.0019019,0.0020062,0.0023782,0.0020995,0.002391,0.0023195,0.0024404,0.0021645,0.0024929,0.0022215,0.0021002,0.002288,0.0024624,0.0022043,0.0023901,0.0021658,0.0020896,0.0023395,0.0024064,0.002344,0.0026151,0.0025853,0.0022833,0.0021914,0.0023969,0.0021979,0.0023908,0.0022567,0.0022131,0.0021628,0.0022008,0.0026009,0.0020776,0.0021039,0.0020952,0.0018298,0.0020899,0.0022047,0.0023653,0.0020075,0.0023118,0.0022279,0.0024064,0.0022003,0.001881,0.0023975,0.0023732,0.0020824,0.00257,0.0020967,0.0023913,0.0020886,0.0022301,0.00249,0.0017986,0.0022932,0.002195,0.0020938,0.002311,0.0023025,0.001953,0.0021498,0.0020452,0.0023651,0.0020334,0.0023946,0.0021491,0.002217,0.0020748,0.0020032,0.0026614,0.0020613,0.0023007,0.0021349,0.0021346,0.0022926,0.0024504,0.0020037,0.0021425,0.0021553,0.0022718,0.0026433,0.0025626,0.0022798,0.0020888,0.0019074,0.0025316,0.0021283,0.0020814,0.0019187,0.0023197,0.002279,0.0022585,0.0023748,0.0020587,0.0026951,0.0021464,0.0021855,0.0022993,0.002508,0.0024798,0.00224171798557664
2210,7.18660805407198,0.0019771,0.0021634,0.0021753,0.0022758,0.0022092,0.0021933,0.0022894,0.0019062,0.0020861,0.0022901,0.0021741,0.0022633,0.0023246,0.0021116,0.002185,0.0022801,0.002325,0.0024866,0.0023024,0.0022526,0.0020686,0.0025342,0.0022798,0.0020929,0.0022067,0.0024552,0.0022306,0.0022722,0.002068,0.0022714,0.0021742,0.002279,0.0024706,0.0020395,0.0024618,0.0022785,0.0023084,0.0023718,0.0020174,0.0019901,0.0022881,0.0021428,0.0021678,0.0022761,0.0021456,0.0023558,0.0024011,0.0022752,0.001915,0.0022401,0.0021928,0.0025838,0.0025656,0.0022155,0.0018583,0.0022283,0.0022481,0.002544,0.0021645,0.0025388,0.002332,0.0024603,0.002412,0.0023323,0.0028024,0.00228,0.0023906,0.002565,0.0019047,0.0022777,0.0020192,0.0019848,0.0022365,0.002372,0.0022775,0.0025122,0.0021073,0.0023695,0.0021356,0.0020848,0.0022778,0.0021016,0.0021614,0.0020644,0.0025384,0.0022043,0.0024273,0.0020632,0.0021583,0.0020966,0.0020447,0.0020696,0.0022175,0.0025614,0.0024015,0.0022966,0.0020424,0.0023415,0.0025405,0.0019965,0.0021028,0.0022964,0.0021055,0.002364,0.0022905,0.002383,0.0021345,0.0023498,0.0021315,0.0020516,0.0023246,0.0024423,0.0021532,0.0024085,0.002091,0.0021274,0.0024327,0.0024473,0.0023065,0.0025768,0.002454,0.0023774,0.0021381,0.0026277,0.0023672,0.0023644,0.002259,0.0022655,0.0021738,0.0021417,0.0025937,0.002154,0.0020933,0.0021302,0.0019246,0.0022188,0.0020667,0.0023986,0.0018558,0.0024076,0.0023826,0.0025451,0.0021896,0.0018809,0.0025925,0.0024164,0.001998,0.0026752,0.002064,0.0025016,0.0021524,0.0021983,0.0025049,0.0017737,0.0022284,0.0022222,0.0021876,0.0023344,0.0022685,0.002133,0.0023259,0.0020246,0.0024365,0.0020464,0.0025533,0.0020958,0.0022148,0.0020677,0.0019009,0.0025151,0.0022085,0.0023174,0.0023715,0.0022275,0.0024825,0.0023925,0.0019821,0.0022172,0.0021497,0.0020761,0.0028189,0.0027233,0.002169,0.0020869,0.0020036,0.0024982,0.0021651,0.0020904,0.0019051,0.0022547,0.00228,0.0021949,0.0022937,0.002115,0.0025729,0.0022132,0.0022296,0.0022928,0.0025302,0.0024262,0.00225600830946792
2180,7.27221934185505,0.0019004,0.0022212,0.0021735,0.0023103,0.0021746,0.002214,0.002393,0.0020772,0.0019777,0.0022564,0.0022754,0.0022673,0.002355,0.0020715,0.0023339,0.0023922,0.002327,0.0024963,0.0025263,0.0022319,0.0020833,0.0027578,0.0023363,0.0020894,0.0023276,0.0025838,0.0022138,0.0022288,0.0021149,0.0022768,0.002211,0.0024335,0.0026072,0.0021423,0.0025171,0.002437,0.0023497,0.0024576,0.0018596,0.0020668,0.002416,0.0022049,0.0021937,0.0022699,0.0021314,0.0023997,0.0023393,0.0023329,0.0020606,0.0022593,0.0021733,0.0026307,0.0026361,0.0023331,0.0017233,0.0023044,0.0023511,0.0025491,0.0019992,0.0026603,0.0024391,0.0024549,0.0025745,0.002537,0.00297583121133295,0.0023002,0.0024738,0.0028474,0.0019866,0.0024074,0.0021135,0.0020187,0.0023654,0.0023875,0.0023061,0.0025876,0.0020387,0.0023513,0.002217,0.0022389,0.0024897,0.0020196,0.0021328,0.0022152,0.0025099,0.0022566,0.0026068,0.0021228,0.0020981,0.0021057,0.0021378,0.0020009,0.0022318,0.0026212,0.0025396,0.0023638,0.0021211,0.002453,0.0025623,0.0021148,0.0022555,0.0022905,0.0021513,0.0023608,0.0023218,0.0023793,0.0021787,0.0022623,0.0021282,0.0020707,0.0024015,0.0023918,0.00219,0.0024615,0.0020741,0.0022179,0.0025456,0.0025201,0.0022808,0.0025323,0.0023687,0.0024764,0.0021407,0.0028524,0.0025642,0.0023612,0.0022768,0.0023401,0.0022086,0.0021446,0.0025894,0.0022542,0.0021539,0.0022195,0.0020464,0.0023614,0.0020161,0.0024507,0.0018164,0.0024856,0.0025065,0.0026724,0.0022027,0.0019264,0.0027449,0.0024742,0.0019882,0.0027235,0.0021086,0.0025786,0.0022345,0.0022248,0.0025255,0.0018315,0.0022425,0.0022919,0.0023,0.002376,0.0022939,0.0023678,0.0025059,0.002075,0.002533,0.0021348,0.0027111,0.002112,0.0022622,0.0021531,0.0019074,0.0024096,0.0024101,0.0023631,0.0025966,0.0023609,0.0026135,0.002338,0.0020223,0.0023121,0.0022174,0.0019718,0.0029639,0.0028624,0.0021462,0.0021317,0.0021393,0.0024784,0.0022613,0.0021367,0.0019947,0.0022348,0.0023329,0.0021866,0.0022651,0.0022216,0.0024977,0.0023014,0.0023065,0.0023224,0.0025945,0.0024084,0.00230957052861733
